skill,level,type,question,option_a,option_b,option_c,option_d,correct_answer,explanation
HTML,BASIC,Multiple Choice,"What does srcset specify?",Image sources,Multiple sources,Responsive images,All of the above,All of the above,"The srcset attribute specifies multiple image sources for different situations."
HTML,BASIC,Multiple Choice,"Which attribute defines poster?",poster,image,preview,thumbnail,poster,"The poster attribute specifies image to show while video loads."
HTML,BASIC,Multiple Choice,"What does preload control?",Preloading behavior,Resource preload,Early loading,All of the above,All of the above,"The preload attribute controls if/how media should be loaded."
HTML,BASIC,Multiple Choice,"Which attribute shows controls?",controls,control,player,buttons,controls,"The controls attribute displays media player controls."
HTML,BASIC,Multiple Choice,"What does loop do?",Loops media,Repeats playback,Continuous play,All of the above,All of the above,"The loop attribute makes media play repeatedly."
HTML,BASIC,Multiple Choice,"Which attribute mutes audio?",muted,silent,quiet,nosound,muted,"The muted attribute mutes audio output."
HTML,BASIC,Multiple Choice,"What does playsinline enable?",Inline playback,Mobile inline play,Non-fullscreen,All of the above,All of the above,"The playsinline attribute enables inline playback on mobile."
HTML,BASIC,Multiple Choice,"Which attribute specifies kind?",kind,type,format,category,kind,"The kind attribute specifies kind of text track."
HTML,BASIC,Multiple Choice,"What does srclang specify?",Track language,Source language,Text language,All of the above,All of the above,"The srclang attribute specifies language of track text data."
HTML,BASIC,Multiple Choice,"Which attribute defines label in track?",label,name,title,caption,label,"The label attribute provides user-visible title for track."
HTML,BASIC,Multiple Choice,"What does default do in track?",Default track,Pre-selected track,Enabled by default,All of the above,All of the above,"The default attribute specifies track should be enabled by default."
HTML,BASIC,Multiple Choice,"Which attribute specifies data?",data,src,source,file,data,"The data attribute specifies URL of object's data."
HTML,BASIC,Multiple Choice,"What does type specify in object?",MIME type,Content type,Resource type,All of the above,All of the above,"The type attribute specifies MIME type of data."
HTML,BASIC,Multiple Choice,"Which attribute defines name in param?",name,param,value,setting,name,"The name attribute specifies parameter name."
HTML,BASIC,Multiple Choice,"What does value specify in param?",Parameter value,Value,Setting,Data,Parameter value,"The value attribute specifies parameter value."
HTML,BASIC,Multiple Choice,"Which attribute specifies usemap?",usemap,map,imagemap,areamap,usemap,"The usemap attribute specifies image as client-side image map."
HTML,BASIC,Multiple Choice,"What does ismap indicate?",Server-side image map,Image map,Map server,Server map,Server-side image map,"The ismap attribute indicates server-side image map."
HTML,BASIC,Multiple Choice,"Which attribute specifies download?",download,save,get,store,download,"The download attribute suggests download rather than navigation."
HTML,BASIC,Multiple Choice,"What does ping do?",Tracks clicks,Notification URLs,Ping servers,Alert tracking,Tracks clicks,"The ping attribute specifies URLs to notify when link followed."
HTML,BASIC,Multiple Choice,"Which attribute specifies hreflang?",hreflang,language,lang,locale,hreflang,"The hreflang attribute specifies language of linked document."
HTML,BASIC,Multiple Choice,"What does media specify?",Media query,Device target,Media type,All of the above,All of the above,"The media attribute specifies media/device optimization."
HTML,BASIC,Multiple Choice,"Which attribute specifies async?",async,defer,load,execute,async,"The async attribute loads script asynchronously."
HTML,BASIC,Multiple Choice,"What does defer do?",Defers execution,Delays script,Postpones loading,All of the above,All of the above,"The defer attribute delays script until page parsed."
HTML,BASIC,Multiple Choice,"Which attribute defines charset?",charset,encoding,character,type,charset,"The charset attribute specifies character encoding."
HTML,BASIC,Multiple Choice,"What does the name attribute do?",Names element,Provides name,Identifier,All of the above,All of the above,"The name attribute specifies name for element."
HTML,BASIC,Multiple Choice,"Which attribute defines http-equiv?",http-equiv,equiv,http,meta,http-equiv,"The http-equiv attribute provides HTTP header information."
HTML,BASIC,Multiple Choice,"What does content specify?",Content,Metadata content,Element content,Information,Content,"The content attribute gives value associated with http-equiv or name."
HTML,BASIC,Multiple Choice,"Which attribute defines viewport?",viewport,scale,zoom,display,viewport,"The viewport meta tag controls layout on mobile browsers."
HTML,BASIC,Multiple Choice,"What does the base element do?",Base URL,Base for relative URLs,Document base,All of the above,All of the above,"The <base> tag specifies base URL for all relative URLs."
HTML,BASIC,Multiple Choice,"Which attribute defines target in base?",target,destination,window,open,target,"The target attribute in <base> specifies default target for links."
HTML,BASIC,Multiple Choice,"What does the link element do?",Links resources,External resources,Stylesheets,All of the above,All of the above,"The <link> tag defines relationship between document and external resource."
HTML,BASIC,Multiple Choice,"Which attribute defines rel in link?",rel,relationship,type,linktype,rel,"The rel attribute specifies relationship between documents."
HTML,BASIC,Multiple Choice,"What does sizes define in link?",Icon sizes,Size dimensions,Resource sizes,All of the above,All of the above,"The sizes attribute specifies icon sizes for rel='icon'."
HTML,BASIC,Multiple Choice,"Which attribute defines type in link?",type,format,kind,category,type,"The type attribute specifies MIME type of linked resource."
HTML,BASIC,Multiple Choice,"What does the meta element do?",Provides metadata,Document metadata,Information,All of the above,All of the above,"The <meta> tag provides metadata about HTML document."
HTML,BASIC,Multiple Choice,"Which attribute defines name in meta?",name,content,http-equiv,value,name,"The name attribute specifies name for metadata."
HTML,BASIC,Multiple Choice,"What does the script element do?",Embeds script,JavaScript code,Executable code,All of the above,All of the above,"The <script> tag embeds or references executable script."
HTML,BASIC,Multiple Choice,"Which attribute defines src in script?",src,source,file,code,src,"The src attribute specifies URL of external script file."
HTML,BASIC,Multiple Choice,"What does type specify in script?",MIME type,Script type,Language,All of the above,All of the above,"The type attribute specifies MIME type of script."
HTML,BASIC,Multiple Choice,"Which attribute specifies nomodule?",nomodule,module,nomod,skip,nomodule,"The nomodule attribute prevents script execution in module-supporting browsers."
HTML,BASIC,Multiple Choice,"What does the noscript element do?",Fallback for no script,No script content,Alternative content,All of the above,All of the above,"The <noscript> tag defines content if scripts are not supported."
HTML,BASIC,Multiple Choice,"Which element defines style?",<style>,<css>,<stylesheet>,<design>,<style>,"The <style> tag defines CSS styles for document."
HTML,BASIC,Multiple Choice,"What does the scoped attribute do?",Scoped styles,Element-scoped styles,Limited scope,All of the above,All of the above,"The scoped attribute limits styles to parent element (deprecated)."
HTML,BASIC,Multiple Choice,"Which element defines an iframe?",<iframe>,<frame>,<inlineframe>,<embedframe>,<iframe>,"The <iframe> tag embeds another HTML page."
HTML,BASIC,Multiple Choice,"What does the allow attribute do?",Permissions policy,Feature policy,Allowed features,All of the above,All of the above,"The allow attribute specifies feature policy for iframe."
HTML,BASIC,Multiple Choice,"Which attribute defines allowfullscreen?",allowfullscreen,fullscreen,fs,allowfs,allowfullscreen,"The allowfullscreen attribute allows iframe to go fullscreen."
HTML,BASIC,Multiple Choice,"What does the embed element do?",Embeds external content,Plugin content,External application,All of the above,All of the above,"The <embed> tag embeds external content or plugin."
HTML,BASIC,Multiple Choice,"Which attribute defines width in embed?",width,w,size,length,width,"The width attribute specifies width of embedded content."
HTML,BASIC,Multiple Choice,"What does height specify in embed?",Height,h,size,depth,height,"The height attribute specifies height of embedded content."
HTML,BASIC,Multiple Choice,"Which element defines object?",<object>,<embed>,<external>,<app>,<object>,"The <object> tag defines embedded object."
HTML,BASIC,Multiple Choice,"What does the form attribute do?",Associates with form,Form link,Form connection,All of the above,All of the above,"The form attribute associates element with form."
HTML,BASIC,Multiple Choice,"Which attribute specifies formaction?",formaction,action,submit,process,formaction,"The formaction attribute overrides form's action attribute."
HTML,BASIC,Multiple Choice,"What does formenctype do?",Overrides encoding,Form encoding,Data encoding,All of the above,All of the above,"The formenctype attribute overrides form's enctype."
HTML,BASIC,Multiple Choice,"Which attribute defines formmethod?",formmethod,method,way,process,formmethod,"The formmethod attribute overrides form's method."
HTML,BASIC,Multiple Choice,"What does formnovalidate do?",Prevents validation,No validation,Skip validation,Avoid validation,Prevents validation,"The formnovalidate attribute prevents validation for element."
HTML,BASIC,Multiple Choice,"Which attribute specifies formtarget?",formtarget,target,destination,window,formtarget,"The formtarget attribute overrides form's target."
HTML,BASIC,Multiple Choice,"What does the list attribute do?",References datalist,Datalist reference,Options list,All of the above,All of the above,"The list attribute references <datalist> element."
